"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Europe & Central Asia","ECS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3761.24056746978","3724.7095975832","3505.09993960271","3381.35629705686","3194.33820824014","3211.35582204652","3248.44381413849","3182.91388901037","3174.3984990725","3169.60728610851","3192.92388704106","3240.00666807499","3242.9242900467","3327.25857457879","3356.1230882235","3355.62271142906","3398.77988222772","3370.84116347249","3376.40157881168","3154.10579944281","3304.20100812878","3275.16070789069","3270.16448143176","3217.38555260457","3157.2470817943","","","","","","","","",
"Ecuador","ECU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","352.219607037946","354.809807105698","349.942555870201","412.282779513547","442.169099941935","478.463173104133","558.051944505316","559.422112930876","574.968097151274","614.104988479992","622.211737132932","652.663886260037","589.746918810674","615.594916047128","606.789311489532","589.22069913729","588.522326611696","601.476380440587","561.529982071823","605.753754819334","622.595947569776","617.197451178838","564.131453020611","592.290457973156","680.754350383071","704.00997144767","717.904095801095","724.846190801687","641.032993271214","698.191748517623","728.269954951613","698.472810256967","696.572575794756","661.116887667032","678.105509276245","669.5001899128","744.518021714397","674.289224026521","789.774727483296","785.178175379772","817.914717994704","794.640465831471","843.145473166711","888.621965893708","","","","","","","","",
"Egypt, Arab Rep.","EGY","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","219.352649339974","236.751202176623","215.729380226319","236.453297296779","252.530535710307","287.665101685917","306.906418446781","308.721706104361","331.25436961669","345.038908255623","391.758914945583","417.964471814501","451.387384693455","486.919165395877","512.741695987814","512.474089833733","531.402783492214","529.54937237062","549.798305747839","563.682732895415","550.56121516509","551.96843788831","559.375649618293","526.195289726636","547.448600764743","568.662885849726","579.625647941252","607.896229336141","608.474920719604","568.683961528496","625.647743513588","632.033636047346","642.569304696812","680.603833520331","777.437761546556","805.625187353489","846.264663092989","862.037283822417","864.941785987599","831.42357335149","853.498900348199","857.765239810059","803.431668888642","782.763111816384","","","","","","","","",
"Euro area","EMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1403.78577038273","1455.84261635444","1569.23693954874","1689.15646227327","1765.9993598734","1820.63913344872","1868.89146592534","1944.85870348844","2096.1590790059","2265.3300388932","2748.89065285215","2784.59212704722","2922.63296207471","3110.47863925951","3067.50327980789","2934.15861152885","3144.15328413088","3108.33838316267","3227.19348047803","3356.38886643678","3293.23522008738","3182.87672918785","3072.98418031093","3096.21226700262","3201.14351464912","3298.48905043622","3329.92462229683","3400.41130395488","3427.6261309143","3490.50036491594","3513.62385203596","3555.52733137006","3467.72006078583","3431.18019755653","3414.9397044021","3524.46573837393","3631.6968129264","3618.2772220806","3673.03801327998","3660.9365639699","3697.01880175245","3781.07237215191","3764.68052614535","3823.27519933848","3857.72669167864","3847.36365557742","3839.53831152271","3757.0222520663","3730.59308421857","3511.49848341103","3626.78826182059","3486.12128875833","3445.37745476138","3404.76917215169","3265.9894651413","3329.02561338569","","","","","","","",
"Eritrea","ERI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456.666907841281","464.85120007429","465.158384332925","462.495248514292","462.565473816436","454.132794195747","291.266441158401","297.680393231082","295.832218916118","301.279038736729","293.796399814087","302.060383132521","269.103266573536","269.078429738407","241.018605996404","244.997894857712","224.384427464561","234.056165463856","235.345377791657","236.815720311638","240.527873735318","241.960315705138","245.033060773148","","","","","","","","",
"Spain","ESP","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","530.664849778361","557.599290808982","605.223527324533","623.51818410219","683.685554155998","714.721577933881","790.791704191351","881.383248579144","993.664568264665","1049.79116387899","1123.10299379873","1244.90322573105","1295.60967977864","1473.95233128908","1580.12601865219","1607.74131031185","1707.88618857168","1661.1790739161","1757.39626351333","1768.79417864325","1805.59073050944","1820.1041240081","1760.39990720795","1781.47220997851","1813.42444334732","1843.19325392014","1875.77818563167","1916.76754819688","2065.72244458094","2269.01332767965","2317.47677393364","2397.71417285508","2430.37452290655","2318.98298890925","2436.01236214986","2537.0726801522","2489.34042171929","2634.64912802979","2756.21890670951","2877.98241384113","3003.76167204662","3060.88180946621","3107.86734112195","3157.22726404851","3238.50244729409","3251.39713269293","3194.08124621219","3180.03341956317","3026.33840815008","2757.69141158545","2742.87718222191","2689.68433721315","2683.36793480776","2512.10591924568","2464.6412905848","2571.34096211178","","","","","","","",
"Estonia","EST","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6232.73199785365","5841.39064915834","4283.1586644237","3639.26919246544","3752.3873275743","3624.43113555714","4043.28995460563","4010.91576845166","3695.1706734307","3462.76696752513","3374.70838985386","3541.51205051455","3415.78062130714","3798.03825726625","3893.39547172581","3846.3929434777","3775.03508289959","4243.64799952263","4105.41773553014","3648.97884250083","4222.7371899585","4237.72919132254","4174.38776559391","4623.27911216793","4592.61645664469","4173.32658257102","","","","","","","",
"Ethiopia","ETH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","478.040862013401","477.729560894718","479.486853526888","479.389867060832","476.54758970722","473.03619938845","470.401707457168","469.989329831389","470.865023248917","477.787778438458","478.071989146272","471.825667710547","473.823392049841","475.73199322805","477.817820672783","481.00102208863","483.127200001624","480.099485218855","478.711663796358","479.000773485599","474.992365446119","467.164295840882","470.599166354227","472.793459916936","474.463701152763","475.159866905596","473.714118485508","473.51462806146","472.278755176187","472.732200641226","476.397881671075","476.364942826915","477.440833487064","477.798005036479","475.90163358846","476.641856268678","477.768813268569","478.446705822823","478.194769823753","477.975973206239","480.235815381983","480.263168482206","483.534671277557","484.960434707226","","","","","","","","",
"European Union","EUU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1487.52200950866","1541.50579102113","1655.08223744803","1766.77244011775","1843.89500848121","1888.88693486941","1943.44960611784","2013.0230507663","2159.80040959609","2332.90518158133","2762.68470512521","2788.86893009961","2906.72140212808","3073.27834370578","3033.8050460233","2970.53792983823","3168.13087077105","3171.11586001525","3293.25960088756","3408.98879886224","3349.70623012718","3236.37352848003","3169.46405525492","3181.44873464161","3257.37560445177","3360.88792533273","3405.98311632429","3474.05113077178","3488.89922668425","3497.81537121133","3423.74674093243","3401.34012771821","3301.43640470493","3280.2911149046","3252.44769271476","3359.83430861371","3466.83064276602","3436.88372155293","3449.6366030416","3409.67530141035","3428.55066126642","3515.27301030862","3512.65415879341","3576.33505036285","3607.52319213769","3605.71626022385","3618.41865972246","3554.78684297568","3533.71159357167","3321.21472546049","3447.8663371065","3335.42028419278","3288.06897418504","3242.44349230815","3123.42174603684","3278.35207782641","","","","","","","",
"Fragile and conflict affected situations","FCS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","536.184776392645","530.835787818129","544.904334665405","560.465477461175","564.581190697563","572.320264120388","579.683323304616","592.18491908186","606.054325403259","621.199281996574","626.811951037578","627.702014768154","643.555637303697","637.636233953135","642.924572247826","642.661406095022","643.106747963643","641.051893127946","646.804661297957","1179.99708212239","1168.62069739121","1101.02269055996","1034.23395802868","977.66001024202","955.868021159416","928.787943633406","923.535225519712","879.509524755621","855.155144866051","837.648815276468","846.221760085881","850.015664074954","852.093204138203","847.754935036478","846.719231885838","836.839819859663","822.231464351916","827.652701556186","791.180414719314","837.807022767215","809.453782979818","807.309021451745","789.657604843218","715.333715945827","","","","","","","","",
"Finland","FIN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","2196.95306655132","2252.77869000371","2361.74387607724","2478.91200888553","2678.38316577418","2887.69410649004","3065.43867550022","3126.42604539028","3342.70325814352","3668.52329855303","3872.22301943835","3939.2110879933","4188.16067653277","4507.55698411579","4383.8481175225","4181.81065661454","4459.85960914699","4516.24806759034","4664.52317587608","4963.53550808132","5146.64229888472","4934.58846774684","4805.4938819329","4823.85883071065","4910.52301782763","5269.89237090404","5482.57842271714","5960.6925861338","5590.43651436243","5753.63928280139","5691.57118588425","5742.78422893888","5380.99306781923","5617.21537795619","5972.55427268616","5661.9038762361","6070.21209376859","6276.95169202902","6319.32660107756","6283.95825823535","6262.19207918382","6410.62523419393","6728.58140544607","7077.0266490748","7134.85420908111","6562.02231144836","7111.856821567","6974.89676140919","6669.1733483595","6268.30054519017","6828.78375314542","6537.63729819133","6275.77096367897","6116.22729442255","6213.35776612777","5924.70012488295","","","","","","","",
"Fiji","FJI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366.216316645952","","","","","","","","","","","","","","768.437303131209","660.629563973058","633.009581205844","588.335683681993","","","","","","","","","","","","","","","",
"France","FRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1698.22225016558","1748.12066017805","1869.82768297311","1999.62847016677","2106.40842777579","2132.7685286107","2144.78708199469","2267.80930953805","2376.53057971522","2550.9704261039","2964.80807907863","3038.61861505543","3180.10069096997","3395.34184823441","3264.11077360866","3071.01712639759","3263.00052339821","3187.19247254453","3382.05725321799","3506.33868199474","3483.40154145722","3382.78109764374","3281.72429951564","3349.39299896758","3452.29954576665","3603.08287929499","3640.01177310697","3710.9342679101","3675.41989667399","3807.32855543654","3859.28383023284","4043.21874520184","3954.08879155584","4001.9422846679","3836.08693999596","3981.23482804441","4191.68300811561","4048.88862327435","4151.17873751989","4123.00136089231","4134.87457868652","4245.31594859472","4224.71831590388","4270.12047004536","4300.95453963759","4286.54380286127","4188.38999858883","4115.17303880712","4110.28480159335","3913.22547171705","4016.65844104869","3846.92831380676","3836.51454778271","3833.32493210955","3659.08779468449","3692.01783331053","","","","","","","",
"Faroe Islands","FRO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","1755.7410040791","1682.17500228993","2270.07593406455","2424.73825821902","1957.73962070733","1835.38296053989","1954.41417924945","2164.51234667584","1868.6653300246","1834.43646723038","2005.31145630664","2010.2357567583","2012.83445403638","1822.31103997159","1587.77534145493","1543.60474362178","1424.67867971395","1465.27431475049","1327.41354237127","1201.80198325989","1207.87726671914","1256.99554482836","1295.08442917617","1118.36475675537","1195.40110021355","1213.77523572463","1198.33599761317","1243.06597940871","1179.8093755138","1155.30565189896","1208.23441171293","1420.35900829994","1625.35566650561","1834.77358850054","2059.64262424804","2248.59404179872","2428.17597920729","2584.72678999336","2736.03815324921","2970.04684107638","2308.79661495063","1974.43683117322","2783.42163339162","2580.43831395807","","","","","","","","",
"United Kingdom","GBR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","3033.05064885496","3006.74738636364","3087.34197183099","3196.83118359739","3212.53455555556","3329.41016283013","3306.78161340201","3345.55349485654","3406.14449473572","3557.12927532049","3684.95235186591","3733.28299838792","3747.96247517097","3880.65017434883","3734.84165224761","3545.81713377133","3616.9755344627","3695.38387114294","3675.43527262835","3858.97596475941","3523.64884206148","3415.37757002103","3397.12228871864","3377.9049126009","3370.52494279189","3550.78379115728","3597.94469423442","3619.07726921828","3643.00688126669","3626.29786078599","3597.05162065698","3707.95197072796","3684.72453526809","3713.18581904964","3732.52111417558","3728.96315226228","3879.82278596351","3760.71236505254","3787.10845175352","3784.07408782037","3785.75312644999","3784.92817441666","3685.86948742657","3731.60971819526","3694.47859531017","3686.35990480058","3598.81040619707","3441.64021918037","3361.98051693016","3145.58566208284","3230.61598357655","2972.15306452967","3042.85987103811","2987.7005887871","2777.31098667728","2764.51667133806","","","","","","","",
"Georgia","GEO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2585.26322365681","2079.0525031535","1776.76782599774","1548.32338987192","968.724436919519","799.841424627747","834.024051923337","755.825921116123","716.23291223716","669.329201056867","703.721808300984","640.301237578073","639.419230542049","684.582168444451","707.986576155871","727.880733966112","781.24765645959","865.592807341047","780.719453473334","811.531979051069","824.543038190295","943.543902326697","993.739933288172","1048.34105681303","1180.27275264329","","","","","","","","",
"Ghana","GHA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","328.956760646042","338.411834696569","349.146748790131","356.206117585288","358.444121792998","348.51402692129","359.114907991283","347.415309010027","339.488045642136","339.09756274754","344.674755341866","343.8762219332","282.771253617204","294.105364314764","318.808861451496","323.919553851855","342.738940338025","327.131520139109","343.79739055052","342.528592316609","345.574274728057","349.145598683081","356.998258733535","362.814504484341","371.083821122855","375.185230225717","382.984271985391","395.139053198158","400.495734661759","319.156154772962","312.77353452194","302.455988021385","278.518488513147","271.024315950138","261.599938587233","271.440857894938","264.4814141196","257.780875321214","272.194652812608","289.61936981595","301.706509985656","318.590633477448","325.247005541787","320.389640392564","","","","","","","","",
"Gibraltar","GIB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","1090.76803723817","896.021666727665","1029.97314754336","1020.59109399186","1117.18442784113","968.894254669413","929.173871616614","888.60803931894","1198.65119854637","1129.98538316976","929.907352788091","1097.77223434847","1155.67492635592","1123.07211338058","1266.26909395271","1526.31025047358","1753.50169779287","2057.14285714286","2002.34758740249","2106.27082036827","2804.20927819772","3405.78957134904","3419.31558374511","3918.59101238912","3825.7697358821","3886.54468735222","4022.89217820345","4230.02605297438","4401.444304026","4608.66587361667","4721.58291547924","4763.33715760792","4798.02833822126","5086.50229837025","5177.9797633339","5305.67478960354","5229.19722629684","5254.32594249622","5579.96690353353","5533.42716396904","5297.24614365477","5344.30970149254","5672.14834469779","6040.45975594725","","","","","","","","",
"Guinea","GIN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.3797337346341","","","","","","","","","","","","","","66.9881685248647","65.0458211673557","66.61625647025","75.359103124683","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.662256009187","","","","","","","","","","","","","","63.8451561942051","63.0565922043208","63.6451260916023","65.4914061487468","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","922.121848358151","1444.38816457467","1660.00675930896","1853.89338690196","","","","","","","","","","","","","","","",
"Greece","GRC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","289.057068014127","322.490578169932","350.101257860667","367.811430340375","433.559342308126","478.755856643244","547.197001596652","607.702155943146","652.081596976924","725.525615416076","872.783727970343","984.042076150522","1134.78649348358","1322.76394246847","1256.34873469402","1298.2043634136","1386.10046636156","1469.54942907429","1525.44353586267","1597.92592533633","1553.78161587679","1505.27938659828","1537.27769706215","1599.0702196803","1652.72998113038","1766.76615362934","1673.81804723146","1791.83338591354","1902.91445148408","2093.11434523303","2102.67768529553","2094.6215026521","2129.89451643759","2090.7623645907","2138.25195316773","2147.13647870846","2206.10389487972","2282.13703465979","2389.79315254528","2390.08286610533","2506.6399477022","2578.11210543197","2597.7482892623","2666.45363728453","2711.46678988431","2753.05120068472","2742.62996079439","2734.75583458456","2745.49345851777","2649.66120066261","2482.11011603727","2407.76273606811","2403.23047211089","2128.01066937973","2123.89789112844","2182.07109345882","","","","","","","",
"Grenada","GRD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428.830726826658","","","","","","","","","","","","","","675.700354286132","716.527291526838","729.808627959779","724.994405907362","","","","","","","","","","","","","","","",
"Greenland","GRL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","489.217314484156","492.672210692309","502.798684843439","504.950369517709","543.481803008929","568.397553868966","589.32079273725","589.833248475027","610.925958495856","550.387019751983","521.636964435669","499.029831777842","469.307217271227","482.471329670426","478.179064169434","446.589053736613","458.998114119191","464.400453356285","469.022637419167","487.41071246056","487.88004148518","501.255598380353","487.016295905295","500.592576534328","517.205568386472","518.986248571929","530.395995240056","563.330697437991","604.311808299792","607.495529890565","605.505002920845","596.539803439682","606.747108052027","611.736235017081","602.385936307275","599.532971627894","631.567653287074","593.720684002874","668.796352049508","714.910222082715","750.609079011384","749.044543673626","800.652234272298","863.568934549633","","","","","","","","",
"Guam","GUM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","511.414398834987","","","","","","","","","","","","","","629.911733453968","651.565270386424","659.311388813068","660.920185956503","","","","","","","","","","","","","","","",
"High income","HIC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","2761.65075496621","2800.04325228085","2919.20122952009","3071.30323799389","3177.89070566293","3263.07965409466","3389.01238888649","3531.09558085737","3717.54161124937","3926.72160303668","4254.33320082006","3926.79549768524","4079.68753511878","4265.43845527657","4170.00623135981","4045.79155666137","4272.58666468796","4342.55406197853","4448.07174026568","4524.19727200735","4387.82870173125","4251.19807862566","4124.46058831833","4116.64925248236","4244.85653125005","4307.85139353031","4330.26609973412","4448.77334516531","4566.8632757389","4614.6376379075","4532.32768349298","4549.33822942597","4564.49596015982","4602.14654496543","4655.26057649086","4726.59469168314","4838.54254601891","4847.26114293329","4839.75730713156","4894.36437418796","4973.21307548549","4952.12054060668","4966.37810144999","5001.3072173419","5071.8964684722","5059.15045421923","5043.26615144442","5039.02239202766","4967.56480088977","4728.29614152115","4880.43446548507","4764.32856447004","4725.3605713325","4711.64539388236","4678.1418831961","4605.84297629481","","","","","","","",
"Hong Kong SAR, China","HKG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","741.963266012409","760.612814045979","747.579215390419","797.469048380465","813.399228976152","894.146082337317","997.775596134128","1078.83856454205","918.819400774895","914.219549287986","995.038198865609","1082.68534523696","1153.82836616714","1156.80375701662","1206.01224295297","1372.27582087391","1470.08941851089","1650.13842490582","1661.16387042313","1510.63388552897","1554.12273991655","1831.05473666063","1784.39349262837","1761.47811246976","1719.89782492162","1621.48721933028","1546.68161434978","2002.52380151902","2431.8825399228","2039.05416354089","2109.68038365876","1949.17275841106","2009.21836928745","1872.470258716","1844.49040098632","1932.9096848522","2058.5975160129","2006.29854264279","2107.36633776962","1946.64616611144","2087.21166355563","1994.71559838324","1943.8454359303","1970.48412753302","","","","","","","","",
"Honduras","HND","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","484.442725564873","480.569319365458","484.210699064402","477.678740803159","476.517275641928","480.368620258881","492.624208034472","489.763314676112","490.788306883161","495.105069097589","477.373466785224","501.297798337354","477.04737608343","473.643680229493","456.092757629123","454.750764466397","466.00116709247","474.694199426803","480.69123808733","470.901406901006","461.893629782599","468.394734744631","465.482265177399","469.872459151301","485.819648666949","474.417013159766","504.095465707656","527.120154799758","451.364250740849","449.314940905626","471.730706429979","478.084755526711","506.557661810852","532.571480889513","543.315963420733","515.623741155813","591.801563311175","574.121208223825","538.443686118979","540.06533953115","586.863514357314","582.839979268381","580.258344895916","586.645633591978","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392.804295142597","391.747885523561","398.407333579686","395.992142870837","401.611946928884","404.803699547752","408.936050144547","404.961596983553","406.781480624972","408.529451590559","412.985799049921","420.383980241801","431.286587122907","435.900165548699","","","","","","","","","",
"Croatia","HRV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1981.18922385715","1742.37228999992","1634.5650111084","1680.34891270726","1629.12272163686","1692.15892537494","1770.79750551722","1881.92735483757","1945.43741525793","1930.36936380537","1876.80577543774","2024.54692739535","2081.5982803113","2232.49343135508","2230.90321981136","2261.48377838797","2248.38007598421","2338.44769300478","2280.0706776914","2207.10302307847","2185.44698815741","2140.43613287975","2020.7523834474","1983.86794711738","1897.84066540377","","","","","","","","",
"Haiti","HTI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","315.619490758584","319.345278508637","321.706394425093","329.110620253597","334.544624318966","348.00018842121","351.591815436527","359.477566039693","366.398846330925","368.884278113354","301.027898872209","305.831854859839","308.416721701294","305.128717116465","301.310103099188","229.655642886689","231.968045966804","235.067214109222","234.658493511578","225.328146770169","220.545693459788","224.584292054434","212.88208180301","191.882519194597","221.991326962197","250.121708857998","258.739671102536","254.251140319885","252.989636543861","240.459915851547","241.308815319287","266.600673828898","251.690233306042","255.286035613055","373.81073102207","378.484782687523","390.070042690524","388.717909835642","388.048553445314","385.717696446568","394.793432233187","402.852974104369","399.378786470128","398.826533650125","","","","","","","","",
"Hungary","HUN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","1426.89965988154","1447.93795406917","1476.04957576901","1506.99949248305","1607.81593989857","1730.16286657555","1836.34975211567","1880.53879751183","2039.36702787706","2101.98707475722","2173.24696824874","2311.17336626071","2428.82933004233","2674.05933388502","2638.20496943616","2646.30418736711","2630.04292069865","2630.75848147711","2594.3947792326","2697.39414581516","2794.25194387341","2787.68417178994","2894.82745315277","2863.97624042761","2874.89580668972","2774.4920275597","2642.9225711917","2423.17944795142","2481.44841194174","2406.68835208692","2503.0778011156","2572.97436059569","2527.30162598734","2502.20404672641","2490.71260352839","2448.14033846536","2512.67485022934","2520.1524657709","2580.20749584977","2579.29172092696","2731.03970282733","2713.25708419014","2658.03637311079","2636.64677330211","2478.10169965029","2568.94899141732","2500.32135857711","2365.55369652841","2271.94720512779","2314.49643377954","2432.75179142028","","","","","","","",
"IBRD only","IBD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","507.358616658285","517.50304392032","532.913200937861","542.100238750327","566.796838920949","581.442772717373","607.080802913541","633.742621547814","644.723366849437","647.433479688494","642.280964446539","654.11671973256","654.943096309451","671.011779483308","680.628477693713","692.3906768468","708.04844263651","720.865308141767","724.073276961948","1073.34496012643","1052.31095792162","1018.21281603068","1006.97344974677","980.509670992173","997.923976342962","1001.62728132995","996.501190961651","981.289039457003","989.636917200599","999.554647433927","1011.67961697559","1034.41086687215","1091.46322595872","1158.37787899364","1209.8802687587","1266.10920668682","1314.29325831359","1343.81141571238","1363.19282826743","1448.40774670918","1498.15916518321","1533.57980495457","1549.05717212181","1571.7978735695","","","","","","","","",
"IDA & IBRD total","IBT","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","485.151488308995","493.641855492329","507.174661016775","514.950982468691","535.546574809561","548.084723934191","569.748115677017","591.920628618199","601.259719121617","603.382052310203","598.830637935863","608.931132755165","609.281291587755","622.193198379629","630.157984208854","639.582391825846","653.051151778457","663.564955918087","666.166903588094","967.853881447797","950.888084322176","920.6295410075","909.985112335081","885.911215813433","897.271332904948","900.548128135218","895.94664009638","883.769167493978","890.717326592664","895.261907163524","904.408262273849","922.262693737018","967.621428514442","1019.47211559914","1059.93760575981","1103.79116114689","1141.1378190964","1164.63044579498","1176.46079138215","1243.15364368441","1281.89947838278","1306.50359193348","1316.12976800261","1335.70428604209","","","","","","","","",
"IDA total","IDA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","365.009833708707","364.662541222189","368.582937735972","369.477859901381","369.132421821578","371.664560679623","373.782277353258","374.22801813133","377.051885962179","378.367323490989","379.343107355669","383.154717297941","383.170860558897","382.448557176751","384.236359716336","384.369140742573","389.281219182674","390.846052106441","392.753887260308","460.180911640107","462.79885707841","456.586463686028","453.221139065777","445.702866553582","440.554127031985","446.43053826115","448.474396511057","454.214356203178","459.714242849632","452.623641651766","454.834686146904","457.854797327043","460.650335698883","463.613257000858","466.669267316721","469.147042054413","472.634895578856","473.655476576774","464.679272029613","470.564267434955","477.68724538704","478.10119607576","474.245204097027","451.765380859127","","","","","","","","",
"IDA blend","IDB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","448.473790741012","450.80104329596","458.33359400034","462.481650504883","466.094173825253","470.697960006756","476.639423757474","480.512124898893","485.703551105496","490.27529901645","494.966240208655","500.30861228815","502.117523431078","495.991097751909","501.43960829932","499.878395572731","512.225004374197","513.373317185308","518.320587052717","650.219965652313","657.532630297237","652.32759821034","653.796224039","636.289027105255","623.812776835724","631.372950191683","629.959474320638","636.115593626113","644.055226885277","639.503914577716","638.373801712707","638.27231352179","640.915660440456","643.765888217201","638.776621627084","638.263530640127","640.188585061715","635.812411808822","611.137075379197","617.615748781442","630.525035692846","637.549903709389","622.488795752748","560.999989943716","","","","","","","","",
"Indonesia","IDN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","296.132948212054","300.255197055212","305.928058569731","309.151005560224","313.450371595574","319.604775536017","346.507082395859","361.954025319077","369.808676485007","375.929070711441","386.47637723627","387.024939686073","385.277307107282","391.632677981185","397.037737005088","429.319364979533","434.91529096245","438.445976103074","454.882725527417","541.546723950852","558.261741770507","572.070742257402","617.933490422236","608.621714708128","660.393085779348","673.357577103964","684.918648501522","659.539142498264","680.603005039268","727.117768243486","733.782413395323","750.645380553915","742.771660949565","781.802006868282","785.675596524176","793.773030103565","779.737358982463","784.87765538394","837.709531144987","869.232966783722","826.870953225005","847.172044086569","858.805727435958","880.12100202521","","","","","","","","",
