"Date","BTCENEMAX","BTCENEMIN","BTCENEGUE","BTCEMI_MAX","BTCEMI_MIN","BTCEMI_GUE","BTCOAL_MAX","BTCOAL_MIN","BTCOAL_GUE","BTCOIL_MAX","BTCOIL_MIN","BTCOIL_GUE","BTCGAS_MAX","BTCGAS_MIN","BTCGAS_GUE"
"7/18/2010","1632822","137429.2","823214.3","904583.3","76135.76","456060.7","1663845","140040.3","838855.4","1394430","117364.5","703025","839270.4","70638.59","423132.2"
"7/19/2010","1642310","138227.8","827998","909839.8","76578.18","458710.9","1673514","140854.1","843729.9","1402533","118046.5","707110.3","844147.4","71049.07","425591"
"7/20/2010","1667626","140358.5","840761.6","923864.9","77758.63","465781.9","1699311","143025.4","856736.1","1424153","119866.2","718010.4","857159.9","72144.3","432151.5"
"7/21/2010","1741990","146617.5","878253.3","965062.4","81226.09","486552.3","1775088","149403.2","894940.1","1487660","125211.3","750028.3","895382.9","75361.4","451422.2"
"7/22/2010","1727749","145418.9","871073.5","957173","80562.06","482574.7","1760576","148181.8","887623.9","1475498","124187.7","743896.8","888063.1","74745.31","447731.8"
"7/23/2010","1746736","147016.9","880646.1","967691.8","81447.38","487877.9","1779924","149810.3","897378.3","1491713","125552.5","752071.8","897822.3","75566.7","452652.1"
"7/24/2010","1753516","147587.6","884064.4","971447.9","81763.54","489771.7","1786833","150391.8","900861.6","1497503","126039.8","754991","901307.3","75860.03","454409.1"
"7/25/2010","1833528","154322","881328.8","1015775","85494.36","488256.2","1868365","157254.1","898074.1","1565833","131791","752654.8","942433.4","79321.48","453003"
"7/26/2010","1927104","162197.9","883193.9","1067616","89857.64","489289.4","1963719","165279.7","899974.6","1645747","138517","754247.6","990531.4","83369.73","453961.7"
"7/27/2010","1980729","166711.4","869105.1","1097324","92358.1","481484.2","2018363","169878.9","885618.1","1691543","142371.5","742215.8","1018095","85689.65","446720"
"7/28/2010","1990069","167497.5","833929.8","1102498","92793.59","461997.1","2027880","170679.9","849774.4","1699519","143042.8","712176","1022895","86093.69","428639.9"
"7/29/2010","2079762","175046.6","833998.1","1152188","96975.81","462034.9","2119277","178372.5","849844","1776116","149489.8","712234.4","1068997","89973.95","428675"
"7/30/2010","2148691","180848.1","823096.4","1190375","100189.9","455995.4","2189516","184284.3","838735.3","1834982","154444.3","702924.4","1104427","92955.95","423071.6"
"7/31/2010","2262713","190445","829661.4","1253543","105506.5","459632.4","2305705","194063.5","845425","1932357","162640","708530.9","1163035","97888.73","426446"
"1/8/2010","2385453","200775.6","874665.9","1321541","111229.7","484564.9","2430776","204590.3","891284.6","2037176","171462.4","746964.7","1226123","103198.7","449578.3"
"2/8/2010","2497390","210197","915709.8","1383554","116449.1","507303.3","2544841","214190.8","933108.3","2132771","179508.3","782016.2","1283659","108041.3","470674.8"
"3/8/2010","2612419","219878.6","957887.1","1447280","121812.8","530669.4","2662055","224056.3","976086.9","2231006","187776.3","818035.6","1342784","113017.6","492353.9"
"4/8/2010","2765663","232776.6","1014076","1532177","128958.3","561798.4","2818211","237199.4","1033344","2361876","198791.3","866021.3","1421551","119647.2","521235.3"
"5/8/2010","2863211","240986.9","1049844","1586219","133506.7","581613.5","2917612","245565.6","1069791","2445182","205802.8","896566.7","1471690","123867.3","539619.8"
"6/8/2010","2917900","245589.9","1069897","1616517","136056.8","592722.8","2973340","250256.1","1090225","2491887","209733.8","913691.7","1499801","126233.2","549926.9"
"7/8/2010","2955323","248739.7","1083618","1637249","137801.8","600324.5","3011474","253465.7","1104207","2523846","212423.7","925410","1519036","127852.2","556979.8"
"8/8/2010","3042821","256104.1","1115701","1685723","141881.7","618098.4","3100635","260970.1","1136900","2598569","218712.9","952808.8","1564010","131637.5","573470.4"
"9/8/2010","3101171","261015.3","1137096","1718049","144602.5","629951.3","3160094","265974.5","1158701","2648400","222907","971080.1","1594002","134161.8","584467.4"
"10/8/2010","3189516","268450.9","1169489","1766992","148721.8","647897.1","3250117","273551.5","1191710","2723847","229257.1","998743.8","1639411","137983.8","601117.5"
"11/8/2010","3359161","282729.4","1231692","1860975","156632.1","682357.5","3422985","288101.2","1255094","2868723","241450.9","1051865","1726609","145322.9","633089.8"
"12/8/2010","3504100","294928.4","1284837","1941272","163390.4","711799.6","3570678","300532.1","1309249","2992502","251868.9","1097251","1801108","151593.2","660406.1"
"8/13/2010","3682988","309984.8","1350429","2040376","171731.6","748137.7","3752965","315874.6","1376087","3145272","264727.1","1153266","1893056","159332.2","694120.5"
"8/14/2010","4014457","337883.5","1471968","2224009","187187.5","815470.1","4090732","344303.3","1499935","3428347","288552.5","1257060","2063431","173672.1","756591.4"
"8/15/2010","4099888","345073.9","1503292","2271338","191171","832824","4177786","351630.3","1531855","3501305","294693.2","1283812","2107343","177368","772692.3"
"8/16/2010","4162040","350305.1","1526081","2305770","194069","845449.1","4241119","356960.8","1555077","3554382","299160.5","1303274","2139289","180056.8","784405.8"
"8/17/2010","4152747","349522.9","1522674","2300622","193635.7","843561.4","4231650","356163.8","1551605","3546446","298492.6","1300364","2134512","179654.8","782654.4"
"8/18/2010","4048257","340728.3","1484361","2242735","188763.5","822335.9","4125174","347202.2","1512564","3457212","290982","1267644","2080804","175134.4","762961.5"
"8/19/2010","3993503","336119.8","1464285","2212401","186210.4","811213.6","4069380","342506.1","1492106","3410452","287046.3","1250499","2052661","172765.6","752642.3"
"8/20/2010","4165748","350617.1","1527441","2307824","194241.9","846202.2","4244897","357278.8","1556462","3557548","299427","1304434","2141194","180217.2","785104.6"
"8/21/2010","4087906","344065.4","1498899","2264700","190612.2","830389.8","4165576","350602.6","1527378","3491071","293831.8","1280059","2101184","176849.6","770433.9"
"8/22/2010","4289447","361028.5","1572797","2376354","200009.8","871329.8","4370947","367888","1602681","3663188","308318.3","1343169","2204776","185568.6","808417.9"
"8/23/2010","4541769","382265.5","1665315","2516140","211775.1","922584.5","4628062","389528.5","1696956","3878670","326454.8","1422179","2334469","196484.5","855971.9"
"8/24/2010","4870551","409938","1785869","2698285","227105.7","989371.1","4963091","417726.8","1819800","4159450","350087.1","1525132","2503463","210708.1","917936.4"
"8/25/2010","5187864","436645.2","1902217","2874077","241901.4","1053828","5286433","444941.4","1938359","4430436","372895","1624493","2666562","224435.6","977739.4"
"8/26/2010","5486265","461760.6","2011630","3039391","255815.4","1114443","5590504","470534.1","2049851","4685270","394343.6","1717932","2819940","237345","1033978"
"8/27/2010","5544732","466681.6","2033068","3071782","258541.6","1126320","5650082","475548.5","2071697","4735201","398546.1","1736240","2849992","239874.3","1044997"
"8/28/2010","5675003","477646.1","2080835","3143952","264615.9","1152782","5782828","486721.4","2120370","4846453","407909.8","1777033","2916952","245510.1","1069549"
"8/29/2010","5618923","472926","2060272","3112883","262001","1141390","5725682","481911.6","2099417","4798560","403878.8","1759472","2888126","243084","1058980"
"8/30/2010","5498479","462788.7","2016109","3046157","256384.9","1116924","5602950","471581.7","2054415","4695701","395221.5","1721757","2826218","237873.4","1036280"
"8/31/2010","4762211","465726","1793271","2638265","258012.2","993472.1","4852693","474574.8","1827343","4066928","397730","1531453","2447776","239383.2","921741.3"
"1/9/2010","4009546","457759","1557505","2221288","253598.5","862857.9","4085727","466456.4","1587098","3424152","390926.2","1330110","2060907","235288.1","800557.7"
"2/9/2010","3267681","450348.3","1325444","1810295","249492.9","734295.8","3329767","458904.9","1350627","2790600","384597.4","1131929","1679588","231479","681278.1"
"3/9/2010","2547739","447604.6","1103469","1411447","247973","611321.9","2596146","456109.1","1124435","2175769","382254.3","942362.8","1309538","230068.8","567183.2"
"4/9/2010","1840370","451916.1","890459.3","1019565","250361.5","493314.4","1875337","460502.5","907378","1571676","385936.3","760452.2","945950.3","232284.9","457696.1"
"5/9/2010","1162805","453092","684279.3","644194.1","251013","379090.7","1184898","461700.8","697280.6","993035.6","386940.6","584374.5","597681.8","232889.3","351719.5"
"6/9/2010","542518.3","456619.5","497308.4","300555.1","252967.2","275508.8","552826.1","465295.3","506757.3","463310.6","389953.1","424701.4","278854.4","234702.4","255616.5"
"7/9/2010","531341.9","447212.8","487063.4","294363.4","247755.9","269833.2","541437.4","455709.8","496317.7","453766","381919.7","415952.2","273109.8","229867.4","250350.6"
"8/9/2010","544427.4","458226.3","499058.4","301612.8","253857.4","276478.3","554771.5","466932.7","508540.5","464941","391325.3","426195.9","279835.7","235528.3","256516"
"9/9/2010","543673.8","457592.1","498367.6","301195.3","253506","276095.7","554003.6","466286.3","507836.6","464297.4","390783.6","425605.9","279448.3","235202.3","256160.9"
"10/9/2010","561561.2","472647.3","514764.4","311104.9","261846.6","285179.5","572230.9","481627.6","524544.9","479573.3","403640.8","439608.8","288642.4","242940.7","264588.9"
"11/9/2010","562478.9","473419.8","515605.7","311613.3","262274.5","285645.5","573166","482414.7","525402.2","480357","404300.5","440327.2","289114.2","243337.8","265021.3"
"12/9/2010","579900.6","488083.1","531575.6","321264.9","270398","294492.9","590918.8","497356.7","541675.6","495235.1","416822.9","453965.6","298068.9","250874.7","273229.9"
"9/13/2010","597387","502800.8","547604.8","330952.4","278551.6","303373","608737.4","512354","558009.3","510168.5","429391.8","467654.5","307056.9","258439.6","281468.8"
"9/14/2010","630983.1","531077.4","578401.2","349564.6","294216.9","320434.3","642971.8","541167.9","589390.8","538859.6","453540.1","493954.6","324325.3","272973.8","297298.2"
"9/15/2010","634784.6","534277","581885.9","351670.7","295989.5","322364.8","646845.5","544428.3","592941.7","542106","456272.6","496930.5","326279.3","274618.4","299089.3"
"9/16/2010","679517.8","571927.4","622891.3","376452.8","316847.8","345081.8","692428.6","582794.1","634726.3","580308.2","488426","531949.2","349272.1","293970.7","320166.1"
"9/17/2010","696026.4","585822.3","638024.3","385598.7","324545.5","353465.4","709250.9","596952.9","650146.7","594406.6","500292.2","544872.7","357757.6","301112.6","327944.5"
"9/18/2010","737031.8","620335.1","675612.5","408315.6","343665.7","374289.3","751035.4","632121.5","688449.1","629425.2","529766.2","576973.1","378834.3","318852.3","347264.8"
"9/19/2010","783008.5","659032.2","717757.8","433786.7","365103.8","397637.8","797885.7","671553.8","731395.2","668689.3","562813.5","612965.2","402466.4","338742.5","368927.5"
"9/20/2010","831128.6","699533.3","761867.9","460445.3","387541.4","422074.8","846920.1","712824.4","776343.4","709783.9","597401.4","650635.2","427200.1","359560.1","391600.1"
"9/21/2010","840952.9","707802.1","770873.5","465887.9","392122.3","427063.9","856931.1","721250.3","785520.1","718173.8","604462.9","658326","432249.8","363810.3","396229"
"9/22/2010","870254.8","732464.4","797733.6","482121.1","405785.3","441944.4","886789.6","746381.3","812890.5","743197.6","625524.6","681264.4","447310.9","376486.7","410035.1"
"9/23/2010","914067.8","769340.4","837895.5","506393.6","426214.6","464194.1","931435.1","783957.9","853815.5","780613.9","657016.8","715562.8","469830.8","395441","430678.3"
"9/24/2010","959624.4","807683.9","879655.7","531631.9","447456.9","487329.3","977857.3","823029.9","896369.1","819519.2","689762","751225.9","493246.9","415149.5","452143"
"9/25/2010","975339.6","820910.9","894061.3","540338.1","454784.6","495310","993871.1","836508.2","911048.5","832940.1","701057.9","763528.4","501324.6","421948.2","459547.5"
"9/26/2010","975659.1","821179.8","894354.2","540515.1","454933.6","495472.2","994196.6","836782.2","911346.9","833212.9","701287.5","763778.5","501488.8","422086.4","459698.1"
"9/27/2010","993486.1","836184.2","910695.6","550391.3","463246","504525.4","1012362","852071.7","927998.8","848437.1","714101.3","777734.1","510651.9","429798.7","468097.6"
"9/28/2010","1031991","868592.3","945991.6","571722.9","481200.1","524079.3","1051599","885095.5","963965.4","881320.1","741777.8","807876.8","530443.3","446456.4","486239.7"
"9/29/2010","1074241","904152.8","984720.9","595129.5","500900.7","545535.4","1094652","921331.7","1003431","917401.8","772146.5","840951.7","552159.9","464734.5","506146.6"
"9/30/2010","1057622","890165.4","969487.1","585922.8","493151.7","537095.9","1077717","907078.6","987907.4","903209.4","760201.3","827942","543617.8","457545","498316.4"
"1/10/2010","1052998","886273.6","965248.5","583361.1","490995.6","534747.7","1073005","903112.8","983588.3","899260.6","756877.7","824322.3","541241.2","455544.7","496137.7"
"2/10/2010","1009579","849728.8","925447.2","559306.6","470749.7","512697.8","1028761","865873.6","943030.7","862180.2","725668.4","790331.9","518923.4","436760.6","475679.8"
"3/10/2010","989202","832578.3","906768.5","548017.9","461248.4","502349.8","1007997","848397.3","923997.1","844778.5","711021.9","774380.3","508449.8","427945.3","466079"
"4/10/2010","982907","827280.1","900998.1","544530.5","458313.2","499152.9","1001582","842998.4","918117","839402.6","706497.2","769452.4","505214.2","425221.9","463113"
"5/10/2010","950591.7","800081.4","871375.8","526627.8","443245.1","482742.2","968652.9","815282.9","887931.9","811805.3","683269.5","744154.9","488604.1","411241.8","447887.1"
"6/10/2010","957487.8","805885.6","877697.1","530448.3","446460.6","486244.2","975680.1","821197.4","894373.4","817694.6","688226.3","749553.4","492148.8","414225.2","451136.3"
"7/10/2010","971278.3","817492.6","890338.4","538088.2","452890.9","493247.5","989732.6","833024.9","907254.9","829471.7","698138.6","760349","499237.1","420191.2","457634"
"8/10/2010","971278.3","817492.6","890338.4","538088.2","452890.9","493247.5","989732.6","833024.9","907254.9","829471.7","698138.6","760349","499237.1","420191.2","457634"
"9/10/2010","1028412","865580.1","942711","569740.3","479531.3","522261.9","1047952","882026.1","960622.5","878263.9","739205.4","805075.2","528603.8","444908.2","484553.5"
"10/10/2010","1083577","912010.2","993278.4","600301.4","505253.7","550276.3","1104165","929338.4","1012151","925374.3","778856.7","848259.8","556958.3","468773.3","510545.1"
"11/10/2010","1089487","916984.7","998696.2","603575.7","508009.5","553277.7","1110187","934407.4","1017671","930421.7","783104.9","852886.6","559996.2","471330.1","513329.8"
"12/10/2010","1123419","945544.3","1029801","622374.1","523831.6","570509.6","1144764","963509.6","1049367","959399.8","807494.8","879449.8","577437.4","486009.8","529317.6"
"10/13/2010","1136149","956258.5","1041470","629426.4","529767.2","576974.2","1157736","974427.4","1061258","970271.1","816644.8","889415.1","583980.4","491516.9","535315.4"
"10/14/2010","1189567","1001219","1090436","659020","554675.1","604101.6","1212169","1020242","1111154","1015890","855040.8","931232.4","611437.3","514626.4","560484.2"
"10/15/2010","1220072","1026894","1118400","675920.1","568899.4","619593.4","1243254","1046405","1139649","1041942","876967.8","955113.4","627117.2","527823.7","574857.5"
"10/16/2010","1330021","1119434","1219186","736831.4","620166.4","675428.8","1355291","1140703","1242350","1135838","955996.6","1041184","683630.6","575389.1","626661.4"
"10/17/2010","1432619","1205788","1313234","793670.9","668006.3","727531.6","1459839","1228698","1338186","1223457","1029743","1121502","736366.1","619774.8","675002.3"
"10/18/2010","1532315","1289699","1404622","848902.7","714493.1","778160.8","1561429","1314203","1431310","1308597","1101403","1199548","787610.1","662905.2","721975.9"
"10/19/2010","1637794","1378477","1501312","907338.1","763676.2","831726.6","1668913","1404668","1529836","1398676","1177219","1282120","841826.3","708537.1","771674.1"
"10/20/2010","1728383","1454722","1584351","957524.1","805916.1","877730.3","1761222","1482362","1614453","1476039","1242333","1353036","888388.8","747727.2","814356.3"
"10/21/2010","1792912","1509034","1643503","993273.3","836005","910500.4","1826977","1537706","1674729","1531147","1288715","1403551","921556.8","775643.6","844760.4"
"10/22/2010","1857931","1563759","1703104","1029294","866322.4","943519.3","1893232","1593470","1735463","1586673","1335450","1454450","954976.6","803772","875395.2"
"10/23/2010","1873280","1576678","1717174","1037797","873479.3","951314.1","1908873","1606634","1749800","1599781","1346483","1466466","962866","810412.3","882627.2"
"10/24/2010","1924437","1619734","1764067","1066138","897332.7","977293.1","1961001","1650509","1797584","1643469","1383253","1506513","989160.4","832543.3","906730.4"
"10/25/2010","1994002","1678285","1827835","1104677","929769.7","1012620","2031888","1710172","1862564","1702877","1433255","1560971","1024917","862638.3","939507.1"
"10/26/2010","2117363","1782114","1940916","1173019","987291.1","1075268","2157593","1815974","1977794","1808228","1521925","1657543","1088325","916006.6","997630.9"
"10/27/2010","2187540","1841179","2005245","1211897","1020013","1110906","2229103","1876162","2043344","1868159","1572367","1712479","1124395","946366.1","1030696"
"10/28/2010","2263555","1905158","2074925","1254009","1055458","1149509","2306562","1941356","2114349","1933076","1627005","1771986","1163467","979251.4","1066512"
"10/29/2010","2374323","1998389","2176463","1315375","1107107","1205761","2419436","2036358","2217816","2027672","1706624","1858699","1220402","1027172","1118702"
"10/30/2010","2508499","2111320","2299457","1389708","1169671","1273899","2556160","2151435","2343147","2142258","1803067","1963736","1289368","1085218","1181921"
"10/31/2010","2592816","2182287","2376748","1436420","1208987","1316718","2642080","2223750","2421906","2214265","1863673","2029743","1332707","1121695","1221649"
"1/11/2010","2675724","2252068","2452747","1482351","1247645","1358822","2726563","2294857","2499349","2285068","1923266","2094646","1375322","1157563","1260712"
"2/11/2010","2695318","2268560","2470708","1493206","1256782","1368772","2746529","2311662","2517652","2301802","1937350","2109985","1385394","1166040","1269944"
"3/11/2010","2792197","2350099","2559514","1546877","1301955","1417971","2845249","2394751","2608145","2384536","2006985","2185825","1435189","1207951","1315590"
"4/11/2010","2904850","2444916","2662779","1609287","1354483","1475180","2960042","2491369","2713372","2480742","2087958","2274014","1493093","1256687","1368669"
"5/11/2010","3052654","2569317","2798266","1691170","1423402","1550239","3110654","2618134","2851433","2606966","2194197","2389719","1569064","1320629","1438309"
"6/11/2010","3141030","2643700","2879278","1740131","1464610","1595120","3200710","2693931","2933984","2682440","2257720","2458903","1614489","1358862","1479949"
"7/11/2010","3284224","2764222","3010538","1819460","1531379","1667838","3346624","2816742","3067739","2804727","2360645","2571000","1688091","1420810","1547417"
"8/11/2010","3510562","2954723","3218015","1944851","1636917","1782781","3577263","3010863","3279158","2998020","2523334","2748185","1804429","1518728","1654060"
"9/11/2010","3704538","3117986","3395826","2052314","1727364","1881288","3774924","3177228","3460347","3163675","2662760","2900036","1904132","1602645","1745455"
"10/11/2010","3953631","3327639","3624162","2190312","1843512","2007786","4028750","3390865","3693021","3376401","2841804","3095034","2032166","1710407","1862819"
"11/11/2010","4231538","3561544","3878910","2344272","1973095","2148916","4311937","3629213","3952609","3613733","3041559","3312589","2175010","1830634","1993760"
"12/11/2010","4298437","3617851","3940234","2381334","2004289","2182889","4380107","3686590","4015098","3670865","3089645","3364960","2209396","1859575","2025280"
"11/13/2010","4550636","3830119","4171416","2521052","2121886","2310965","4637098","3902891","4250673","3886243","3270921","3562390","2339027","1968681","2144108"
"11/14/2010","4861545","4091800","4456416","2693296","2266857","2468855","4953914","4169544","4541088","4151759","3494397","3805779","2498834","2103185","2290598"
"11/15/2010","4904158","4127666","4495478","2716903","2286727","2490495","4997337","4206092","4580892","4188151","3525027","3839138","2520737","2121620","2310676"
"11/16/2010","4971278","4184159","4557005","2754088","2318024","2524581","5065732","4263658","4643588","4245471","3573272","3891682","2555237","2150658","2342300"
"11/17/2010","5120382","4309655","4693683","2836691","2387549","2600301","5217669","4391538","4782863","4372806","3680445","4008405","2631876","2215163","2412553"
"11/18/2010","5330979","3765214","4624730","2953362","2085929","2562101","5432268","3836753","4712600","4552656","3215493","3949520","2740123","1935320","2377111"
"11/19/2010","5527736","3347957","4593491","3062366","1854768","2544794","5632763","3411568","4680767","4720687","2859155","3922841","2841256","1720850","2361054"
"11/20/2010","5367091","2762002","4282596","2973369","1530149","2372558","5469066","2814480","4363966","4583496","2358749","3657337","2758685","1419669","2201254"
"11/21/2010","5217732","2092286","3948190","2890624","1159127","2187297","5316869","2132040","4023206","4455943","1786813","3371754","2681914","1075435","2029370"
"11/22/2010","5376124","1592224","3863444","2978373","882092.1","2140348","5478271","1622476","3936850","4591210","1359759","3299382","2763328","818403.1","1985810"
"11/23/2010","5426701","1090788","3712313","3006392","604296.5","2056621","5529808","1111513","3782847","4634402","931532.9","3170315","2789324","560664.9","1908129"
"11/24/2010","5497639","462717.9","3527652","3045692","256345.7","1954319","5602094","471509.6","3594677","4694984","395161.1","3012615","2825787","237837","1813213"
"11/25/2010","5473383","460676.4","3512088","3032254","255214.7","1945697","5577378","469429.3","3578817","4674269","393417.7","2999323","2813319","236787.7","1805213"
"11/26/2010","5699089","479673.3","3656916","3157295","265739","2025931","5807372","488787.1","3726397","4867022","409641","3123006","2929332","246552.1","1879655"
"11/27/2010","6027391","507305.3","3867576","3339174","281047.2","2142637","6141911","516944.2","3941060","5147392","433238.8","3302910","3098079","260755","1987934"
"11/28/2010","6191540","521121.3","3972905","3430113","288701.2","2200989","6309179","531022.6","4048390","5287575","445037.6","3392861","3182451","267856.3","2042073"
"11/29/2010","6427506","540981.8","4124317","3560838","299703.9","2284871","6549629","551260.4","4202679","5489090","461998.4","3522166","3303738","278064.6","2119899"
"11/30/2010","6795315","571939","4360327","3764604","316854.2","2415621","6924426","582805.8","4443173","5803199","488435.9","3723719","3492792","293976.7","2241208"
"1/12/2010","7021855","591006.1","4505690","3890108","327417.3","2496152","7155270","602235.2","4591298","5996664","504719.2","3847859","3609233","303777.1","2315925"
"2/12/2010","7227876","608346.3","4637887","4004243","337023.8","2569390","7365206","619904.8","4726007","6172606","519527.7","3960756","3715128","312690","2383874"
"3/12/2010","7373247","620581.6","4731167","4084779","343802.2","2621067","7513339","632372.7","4821059","6296753","529976.7","4040417","3789849","318979","2431820"
"4/12/2010","7831815","659177.8","5025415","4338826","365184.5","2784080","7980620","671702.1","5120898","6688370","562937.8","4291704","4025553","338817.4","2583063"
"5/12/2010","8391767","706307.1","5384717","4649039","391294.1","2983133","8551211","719726.9","5487027","7166569","603186.3","4598549","4313368","363041.8","2767745"
"6/12/2010","8773988","738477.3","5629976","4860790","409116.4","3119007","8940694","752508.4","5736945","7492986","630659.6","4807999","4509830","379577.3","2893808"
"7/12/2010","9130281","768465.3","5858597","5058176","425729.8","3245663","9303756","783066.1","5969911","7797260","656269.4","5003242","4692965","394991.2","3011319"
"8/12/2010","9432009","793860.8","6052206","5225333","439798.8","3352922","9611217","808944.1","6167198","8054936","677957.1","5168584","4848053","408044.4","3110834"
"9/12/2010","9683752","815049.1","6213741","5364799","451537.2","3442412","9867743","830535.1","6331802","8269924","696051.9","5306535","4977449","418935.3","3193863"
"10/12/2010","9888633","832293.3","6345206","5478303","461090.5","3515244","1.01E+7","848106.8","6465765","8444893","710778.4","5418806","5082758","427798.7","3261436"
"11/12/2010","1.01E+7","850790.6","6486225","5600056","471338","3593369","1.03E+7","866955.6","6609464","8632576","726575.1","5539236","5195719","437306.3","3333920"
"12/12/2010","1.02E+7","861127.7","6565033","5668096","477064.8","3637028","1.04E+7","877489.1","6689769","8737462","735403.1","5606538","5258847","442619.6","3374427"
"12/13/2010","1.01E+7","847338.6","6459909","5577334","469425.6","3578789","1.03E+7","863438.1","6582647","8597551","723627.2","5516762","5174639","435532.1","3320393"
"12/14/2010","1.02E+7","857675.8","6538717","5645375","475152.4","3622449","1.04E+7","873971.6","6662952","8702438","732455.1","5584064","5237767","440845.4","3360900"
"12/15/2010","1.05E+7","887778.9","6768215","5843519","491829.5","3749591","1.07E+7","904646.7","6896811","9007879","758163.2","5780056","5421604","456318.3","3478863"
"12/16/2010","1.07E+7","904371.6","6894715","5952736","501021.9","3819672","1.09E+7","921554.7","7025714","9176239","772333.4","5888086","5522935","464847","3543883"
"12/17/2010","1.09E+7","919007.5","7006295","6049071","509130.2","3881488","1.11E+7","936468.6","7139415","9324741","784832.4","5983376","5612315","472369.8","3601236"
"12/18/2010","1.08E+7","908222.6","6924074","5978084","503155.3","3835937","1.10E+7","925478.9","7055631","9215312","775622.1","5913159","5546453","466826.4","3558974"
"12/19/2010","1.09E+7","918236.1","7000414","6043994","508702.8","3878229","1.11E+7","935682.6","7133422","9316915","784173.6","5978354","5607605","471973.4","3598213"
"12/20/2010","1.11E+7","932102.1","7106125","6135262","516384.5","3936793","1.13E+7","949812","7241141","9457606","796015.2","6068631","5692283","479100.5","3652548"
"12/21/2010","1.14E+7","956552.1","7292526","6296196","529929.8","4040060","1.16E+7","974726.6","7431084","9705689","816895.4","6227817","5841597","491667.8","3748358"
"12/22/2010","1.13E+7","948543.3","7231469","6243482","525493","4006234","1.15E+7","966565.6","7368867","9624428","810056","6175675","5792689","487551.3","3716975"
"12/23/2010","1.13E+7","947324.1","7222174","6235456","524817.5","4001084","1.15E+7","965323.3","7359395","9612056","809014.8","6167736","5785242","486924.6","3712197"
"12/24/2010","1.13E+7","954229.9","7274822","6280912","528643.4","4030252","1.16E+7","972360.3","7413044","9682127","814912.3","6212698","5827416","490474.2","3739259"
"12/25/2010","1.17E+7","983200.2","7495685","6471599","544692.9","4152610","1.19E+7","1001881","7638103","9976075","839652.9","6401315","6004336","505364.9","3852782"
"12/26/2010","1.16E+7","973508","7421794","6407803","539323.4","4111674","1.18E+7","992004.6","7562808","9877732","831375.8","6338212","5945146","500383.1","3814802"
"12/27/2010","1.19E+7","1002198","7640517","6596644","555217.5","4232846","1.21E+7","1021239","7785687","1.02E+7","855876.8","6525001","6120352","515129.6","3927226"
"12/28/2010","1.19E+7","999924.8","7623189","6581683","553958.3","4223247","1.21E+7","1018923","7768030","1.01E+7","853935.8","6510204","6106471","513961.3","3918319"
"12/29/2010","1.20E+7","1007210","7678730","6629636","557994.4","4254017","1.22E+7","1026347","7824626","1.02E+7","860157.4","6557636","6150962","517706","3946867"
"12/30/2010","1.22E+7","1029066","7845355","6773496","570102.5","4346327","1.25E+7","1048618","7994416","1.04E+7","878822.3","6699933","6284435","528939.9","4032512"
"12/31/2010","1.24E+7","1041815","7942552","6857414","577165.6","4400174","1.26E+7","1061610","8093461","1.06E+7","889710.3","6782940","6362294","535493.1","4082472"
"1/1/2011","1.25E+7","1053654","8032807","6935337","583724.3","4450175","1.28E+7","1073673","8185430","1.07E+7","899820.4","6860017","6434591","541578.1","4128863"
"2/1/2011","1.28E+7","1080974","8241087","7115162","598859.4","4565562","1.31E+7","1101512","8397667","1.10E+7","923151.6","7037888","6601432","555620.5","4235919"
"3/1/2011","1.29E+7","1086425","8282647","7151043","601879.4","4588586","1.32E+7","1107067","8440017","1.10E+7","927806.9","7073380","6634723","558422.4","4257281"
"4/1/2011","1.28E+7","1077090","8211474","7089595","596707.6","4549157","1.30E+7","1097554","8367492","1.09E+7","919834.4","7012599","6577711","553624","4220698"
"5/1/2011","1.29E+7","1084726","8269697","7139863","600938.4","4581412","1.31E+7","1105336","8426821","1.10E+7","926356.3","7062321","6624349","557549.4","4250624"
"6/1/2011","1.28E+7","1075391","8198524","7078414","595766.6","4541983","1.30E+7","1095823","8354296","1.09E+7","918383.8","7001540","6567338","552750.9","4214042"
"7/1/2011","1.30E+7","1096012","8355737","7214148","607190.8","4629079","1.33E+7","1116837","8514496","1.11E+7","935994.4","7135800","6693271","563350.3","4294849"
"8/1/2011","1.31E+7","1105483","8427941","7276487","612437.6","4669080","1.34E+7","1126487","8588072","1.12E+7","944082.6","7197462","6751109","568218.3","4331962"
"9/1/2011","1.32E+7","1113240","8487079","7327546","616735.1","4701842","1.35E+7","1134392","8648334","1.13E+7","950707.2","7247966","6798481","572205.5","4362359"
"10/1/2011","1.33E+7","1122718","8559331","7389926","621985.5","4741870","1.36E+7","1144049","8721958","1.14E+7","958800.8","7309669","6856358","577076.8","4399496"
"11/1/2011","1.37E+7","1154502","8801650","7599138","639594.2","4876114","1.40E+7","1176438","8968881","1.17E+7","985944.8","7516609","7050464","593414.1","4524048"
"12/1/2011","1.39E+7","1167831","8903263","7686870","646978.2","4932408","1.41E+7","1190019","9072425","1.18E+7","997327.4","7603387","7131861","600264.9","4576277"
"1/13/2011","1.44E+7","1216021","9270656","8004068","673675.7","5135944","1.47E+7","1239126","9446798","1.23E+7","1038482","7917140","7426157","625034.9","4765117"
