"Date","BTCENEMAX","BTCENEMIN","BTCENEGUE","BTCEMI_MAX","BTCEMI_MIN","BTCEMI_GUE","BTCOAL_MAX","BTCOAL_MIN","BTCOAL_GUE","BTCOIL_MAX","BTCOIL_MIN","BTCOIL_GUE","BTCGAS_MAX","BTCGAS_MIN","BTCGAS_GUE"
"5/30/2011","3.86E+8","3.25E+7","2.48E+8","2.14E+8","1.80E+7","1.37E+8","3.93E+8","3.31E+7","2.52E+8","3.29E+8","2.77E+7","2.11E+8","1.98E+8","1.67E+7","1.27E+8"
"5/31/2011","3.80E+8","3.20E+7","2.44E+8","2.10E+8","1.77E+7","1.35E+8","3.87E+8","3.26E+7","2.48E+8","3.24E+8","2.73E+7","2.08E+8","1.95E+8","1.64E+7","1.25E+8"
"1/6/2011","3.85E+8","3.24E+7","2.47E+8","2.13E+8","1.80E+7","1.37E+8","3.92E+8","3.30E+7","2.52E+8","3.29E+8","2.77E+7","2.11E+8","1.98E+8","1.67E+7","1.27E+8"
"2/6/2011","3.85E+8","3.24E+7","2.47E+8","2.13E+8","1.79E+7","1.37E+8","3.92E+8","3.30E+7","2.51E+8","3.28E+8","2.76E+7","2.11E+8","1.98E+8","1.66E+7","1.27E+8"
"3/6/2011","3.96E+8","3.33E+7","2.54E+8","2.19E+8","1.85E+7","1.41E+8","4.04E+8","3.40E+7","2.59E+8","3.38E+8","2.85E+7","2.17E+8","2.04E+8","1.71E+7","1.31E+8"
"4/6/2011","4.18E+8","3.52E+7","2.68E+8","2.32E+8","1.95E+7","1.49E+8","4.26E+8","3.59E+7","2.74E+8","3.57E+8","3.01E+7","2.29E+8","2.15E+8","1.81E+7","1.38E+8"
"5/6/2011","4.28E+8","3.60E+7","2.74E+8","2.37E+8","1.99E+7","1.52E+8","4.36E+8","3.67E+7","2.80E+8","3.65E+8","3.07E+7","2.34E+8","2.20E+8","1.85E+7","1.41E+8"
"6/6/2011","4.62E+8","3.89E+7","2.97E+8","2.56E+8","2.16E+7","1.64E+8","4.71E+8","3.96E+7","3.02E+8","3.95E+8","3.32E+7","2.53E+8","2.38E+8","2.00E+7","1.52E+8"
"7/6/2011","4.86E+8","4.09E+7","3.12E+8","2.69E+8","2.26E+7","1.73E+8","4.95E+8","4.16E+7","3.18E+8","4.15E+8","3.49E+7","2.66E+8","2.50E+8","2.10E+7","1.60E+8"
"8/6/2011","5.03E+8","4.23E+7","3.23E+8","2.79E+8","2.34E+7","1.79E+8","5.12E+8","4.31E+7","3.29E+8","4.29E+8","3.61E+7","2.76E+8","2.58E+8","2.18E+7","1.66E+8"
"9/6/2011","5.35E+8","4.51E+7","3.43E+8","2.97E+8","2.50E+7","1.90E+8","5.45E+8","4.59E+7","3.50E+8","4.57E+8","3.85E+7","2.93E+8","2.75E+8","2.32E+7","1.77E+8"
"10/6/2011","5.64E+8","4.75E+7","3.62E+8","3.13E+8","2.63E+7","2.01E+8","5.75E+8","4.84E+7","3.69E+8","4.82E+8","4.05E+7","3.09E+8","2.90E+8","2.44E+7","1.86E+8"
"11/6/2011","5.98E+8","5.03E+7","3.84E+8","3.31E+8","2.79E+7","2.13E+8","6.10E+8","5.13E+7","3.91E+8","5.11E+8","4.30E+7","3.28E+8","3.07E+8","2.59E+7","1.97E+8"
"12/6/2011","6.29E+8","5.30E+7","4.04E+8","3.49E+8","2.93E+7","2.24E+8","6.41E+8","5.40E+7","4.11E+8","5.37E+8","4.52E+7","3.45E+8","3.23E+8","2.72E+7","2.08E+8"
"6/13/2011","6.41E+8","5.39E+7","4.11E+8","3.55E+8","2.99E+7","2.28E+8","6.53E+8","5.50E+7","4.19E+8","5.47E+8","4.61E+7","3.51E+8","3.29E+8","2.77E+7","2.11E+8"
"6/14/2011","6.73E+8","5.67E+7","4.32E+8","3.73E+8","3.14E+7","2.39E+8","6.86E+8","5.78E+7","4.40E+8","5.75E+8","4.84E+7","3.69E+8","3.46E+8","2.91E+7","2.22E+8"
"6/15/2011","7.40E+8","6.22E+7","4.75E+8","4.10E+8","3.45E+7","2.63E+8","7.54E+8","6.34E+7","4.84E+8","6.32E+8","5.32E+7","4.05E+8","3.80E+8","3.20E+7","2.44E+8"
"6/16/2011","7.63E+8","6.43E+7","4.90E+8","4.23E+8","3.56E+7","2.71E+8","7.78E+8","6.55E+7","4.99E+8","6.52E+8","5.49E+7","4.18E+8","3.92E+8","3.30E+7","2.52E+8"
"6/17/2011","7.91E+8","6.66E+7","5.07E+8","4.38E+8","3.69E+7","2.81E+8","8.06E+8","6.78E+7","5.17E+8","6.75E+8","5.68E+7","4.33E+8","4.06E+8","3.42E+7","2.61E+8"
"6/18/2011","8.13E+8","6.84E+7","5.22E+8","4.50E+8","3.79E+7","2.89E+8","8.28E+8","6.97E+7","5.32E+8","6.94E+8","5.84E+7","4.46E+8","4.18E+8","3.52E+7","2.68E+8"
"6/19/2011","8.60E+8","7.24E+7","5.52E+8","4.77E+8","4.01E+7","3.06E+8","8.77E+8","7.38E+7","5.63E+8","7.35E+8","6.18E+7","4.71E+8","4.42E+8","3.72E+7","2.84E+8"
"6/20/2011","9.17E+8","7.72E+7","5.89E+8","5.08E+8","4.28E+7","3.26E+8","9.35E+8","7.87E+7","6.00E+8","7.84E+8","6.59E+7","5.03E+8","4.72E+8","3.97E+7","3.03E+8"
"6/21/2011","9.79E+8","8.24E+7","6.28E+8","5.42E+8","4.56E+7","3.48E+8","9.97E+8","8.39E+7","6.40E+8","8.36E+8","7.03E+7","5.36E+8","5.03E+8","4.23E+7","3.23E+8"
"6/22/2011","1.00E+9","8.45E+7","6.44E+8","5.56E+8","4.68E+7","3.57E+8","1.02E+9","8.61E+7","6.57E+8","8.58E+8","7.22E+7","5.50E+8","5.16E+8","4.34E+7","3.31E+8"
"6/23/2011","1.04E+9","8.78E+7","6.70E+8","5.78E+8","4.87E+7","3.71E+8","1.06E+9","8.95E+7","6.82E+8","8.91E+8","7.50E+7","5.72E+8","5.36E+8","4.51E+7","3.44E+8"
"6/24/2011","1.10E+9","9.22E+7","7.03E+8","6.07E+8","5.11E+7","3.90E+8","1.12E+9","9.40E+7","7.17E+8","9.36E+8","7.88E+7","6.01E+8","5.63E+8","4.74E+7","3.61E+8"
"6/25/2011","1.11E+9","9.38E+7","7.15E+8","6.17E+8","5.20E+7","3.96E+8","1.14E+9","9.56E+7","7.28E+8","9.51E+8","8.01E+7","6.11E+8","5.73E+8","4.82E+7","3.67E+8"
"6/26/2011","1.12E+9","9.44E+7","7.20E+8","6.21E+8","5.23E+7","3.99E+8","1.14E+9","9.62E+7","7.33E+8","9.58E+8","8.06E+7","6.15E+8","5.76E+8","4.85E+7","3.70E+8"
"6/27/2011","1.14E+9","9.62E+7","7.33E+8","6.33E+8","5.33E+7","4.06E+8","1.16E+9","9.80E+7","7.47E+8","9.76E+8","8.21E+7","6.26E+8","5.87E+8","4.94E+7","3.77E+8"
"6/28/2011","1.14E+9","9.61E+7","7.32E+8","6.32E+8","5.32E+7","4.06E+8","1.16E+9","9.79E+7","7.46E+8","9.75E+8","8.20E+7","6.26E+8","5.87E+8","4.94E+7","3.76E+8"
"6/29/2011","1.15E+9","9.67E+7","7.37E+8","6.36E+8","5.35E+7","4.08E+8","1.17E+9","9.85E+7","7.51E+8","9.81E+8","8.25E+7","6.29E+8","5.90E+8","4.97E+7","3.79E+8"
"6/30/2011","1.19E+9","1.00E+8","7.62E+8","6.58E+8","5.54E+7","4.22E+8","1.21E+9","1.02E+8","7.77E+8","1.01E+9","8.54E+7","6.51E+8","6.11E+8","5.14E+7","3.92E+8"
"1/7/2011","1.19E+9","1.00E+8","7.65E+8","6.60E+8","5.56E+7","4.24E+8","1.21E+9","1.02E+8","7.79E+8","1.02E+9","8.57E+7","6.53E+8","6.13E+8","5.16E+7","3.93E+8"
"2/7/2011","1.22E+9","1.03E+8","7.82E+8","6.75E+8","5.68E+7","4.33E+8","1.24E+9","1.05E+8","7.97E+8","1.04E+9","8.76E+7","6.68E+8","6.26E+8","5.27E+7","4.02E+8"
"3/7/2011","1.24E+9","1.04E+8","7.93E+8","6.84E+8","5.76E+7","4.39E+8","1.26E+9","1.06E+8","8.08E+8","1.05E+9","8.88E+7","6.77E+8","6.35E+8","5.34E+7","4.07E+8"
"4/7/2011","1.24E+9","1.04E+8","7.93E+8","6.85E+8","5.76E+7","4.39E+8","1.26E+9","1.06E+8","8.08E+8","1.06E+9","8.89E+7","6.77E+8","6.35E+8","5.35E+7","4.08E+8"
"5/7/2011","1.21E+9","1.02E+8","7.79E+8","6.73E+8","5.66E+7","4.32E+8","1.24E+9","1.04E+8","7.94E+8","1.04E+9","8.73E+7","6.66E+8","6.24E+8","5.25E+7","4.01E+8"
"6/7/2011","1.20E+9","1.01E+8","7.72E+8","6.67E+8","5.61E+7","4.28E+8","1.23E+9","1.03E+8","7.87E+8","1.03E+9","8.65E+7","6.59E+8","6.18E+8","5.20E+7","3.97E+8"
"7/7/2011","1.02E+9","9.76E+7","6.60E+8","5.66E+8","5.41E+7","3.65E+8","1.04E+9","9.94E+7","6.72E+8","8.72E+8","8.33E+7","5.63E+8","5.25E+8","5.02E+7","3.39E+8"
"8/7/2011","8.63E+8","8.42E+7","5.55E+8","4.78E+8","4.66E+7","3.08E+8","8.79E+8","8.58E+7","5.66E+8","7.37E+8","7.19E+7","4.74E+8","4.43E+8","4.33E+7","2.85E+8"
"9/7/2011","7.06E+8","7.10E+7","4.52E+8","3.91E+8","3.93E+7","2.50E+8","7.19E+8","7.23E+7","4.61E+8","6.03E+8","6.06E+7","3.86E+8","3.63E+8","3.65E+7","2.32E+8"
"10/7/2011","5.52E+8","5.80E+7","3.51E+8","3.06E+8","3.22E+7","1.95E+8","5.62E+8","5.91E+7","3.58E+8","4.71E+8","4.96E+7","3.00E+8","2.84E+8","2.98E+7","1.80E+8"
"11/7/2011","3.95E+8","4.48E+7","2.48E+8","2.19E+8","2.48E+7","1.37E+8","4.03E+8","4.57E+7","2.53E+8","3.37E+8","3.83E+7","2.12E+8","2.03E+8","2.30E+7","1.27E+8"
"12/7/2011","2.68E+8","3.42E+7","1.64E+8","1.49E+8","1.89E+7","9.11E+7","2.73E+8","3.48E+7","1.67E+8","2.29E+8","2.92E+7","1.40E+8","1.38E+8","1.76E+7","8.45E+7"
"7/13/2011","1.25E+8","2.21E+7","6.94E+7","6.93E+7","1.22E+7","3.84E+7","1.27E+8","2.25E+7","7.07E+7","1.07E+8","1.89E+7","5.92E+7","6.43E+7","1.14E+7","3.56E+7"
"7/14/2011","1.27E+8","1.07E+7","6.38E+7","7.01E+7","5901700","3.54E+7","1.29E+8","1.09E+7","6.50E+7","1.08E+8","9097566","5.45E+7","6.51E+7","5475585","3.28E+7"
"7/15/2011","1.26E+8","1.06E+7","6.36E+7","6.99E+7","5885367","3.53E+7","1.29E+8","1.08E+7","6.48E+7","1.08E+8","9072388","5.43E+7","6.49E+7","5460430","3.27E+7"
"7/16/2011","1.27E+8","1.07E+7","6.41E+7","7.04E+7","5928923","3.55E+7","1.30E+8","1.09E+7","6.53E+7","1.09E+8","9139530","5.47E+7","6.54E+7","5500842","3.30E+7"
"7/17/2011","1.31E+8","1.10E+7","6.60E+7","7.26E+7","6108590","3.66E+7","1.33E+8","1.12E+7","6.73E+7","1.12E+8","9416491","5.64E+7","6.73E+7","5667537","3.39E+7"
"7/18/2011","1.33E+8","1.12E+7","6.68E+7","7.34E+7","6179368","3.70E+7","1.35E+8","1.14E+7","6.81E+7","1.13E+8","9525596","5.71E+7","6.81E+7","5733205","3.43E+7"
"7/19/2011","1.33E+8","1.12E+7","6.70E+7","7.36E+7","6197285","3.71E+7","1.35E+8","1.14E+7","6.83E+7","1.14E+8","9553215","5.72E+7","6.83E+7","5749828","3.44E+7"
"7/20/2011","1.29E+8","1.09E+7","6.53E+7","7.17E+7","6034988","3.62E+7","1.32E+8","1.11E+7","6.65E+7","1.11E+8","9303032","5.57E+7","6.65E+7","5599249","3.35E+7"
"7/21/2011","1.32E+8","1.11E+7","6.65E+7","7.30E+7","6146239","3.68E+7","1.34E+8","1.13E+7","6.77E+7","1.13E+8","9474527","5.68E+7","6.78E+7","5702467","3.42E+7"
"7/22/2011","1.32E+8","1.11E+7","6.65E+7","7.31E+7","6153603","3.69E+7","1.34E+8","1.13E+7","6.78E+7","1.13E+8","9485879","5.68E+7","6.78E+7","5709300","3.42E+7"
"7/23/2011","1.32E+8","1.11E+7","6.66E+7","7.32E+7","6158740","3.69E+7","1.35E+8","1.13E+7","6.79E+7","1.13E+8","9493797","5.69E+7","6.79E+7","5714065","3.42E+7"
"7/24/2011","1.33E+8","1.12E+7","6.72E+7","7.38E+7","6210893","3.72E+7","1.36E+8","1.14E+7","6.84E+7","1.14E+8","9574192","5.74E+7","6.85E+7","5762453","3.45E+7"
"7/25/2011","1.34E+8","1.13E+7","6.77E+7","7.43E+7","6257160","3.75E+7","1.37E+8","1.15E+7","6.89E+7","1.15E+8","9645514","5.78E+7","6.90E+7","5805380","3.48E+7"
"7/26/2011","1.40E+8","1.17E+7","7.04E+7","7.73E+7","6508188","3.90E+7","1.42E+8","1.20E+7","7.17E+7","1.19E+8","1.00E+7","6.01E+7","7.17E+7","6038283","3.62E+7"
"7/27/2011","1.43E+8","1.20E+7","7.20E+7","7.91E+7","6655433","3.99E+7","1.45E+8","1.22E+7","7.33E+7","1.22E+8","1.03E+7","6.15E+7","7.34E+7","6174897","3.70E+7"
"7/28/2011","1.43E+8","1.20E+7","7.22E+7","7.93E+7","6673105","4.00E+7","1.46E+8","1.23E+7","7.35E+7","1.22E+8","1.03E+7","6.16E+7","7.36E+7","6191293","3.71E+7"
"7/29/2011","1.45E+8","1.22E+7","7.30E+7","8.02E+7","6749671","4.04E+7","1.48E+8","1.24E+7","7.44E+7","1.24E+8","1.04E+7","6.23E+7","7.44E+7","6262331","3.75E+7"
"7/30/2011","1.46E+8","1.22E+7","7.34E+7","8.06E+7","6785008","4.06E+7","1.48E+8","1.25E+7","7.48E+7","1.24E+8","1.05E+7","6.27E+7","7.48E+7","6295116","3.77E+7"
"7/31/2011","1.47E+8","1.23E+7","7.39E+7","8.12E+7","6838016","4.10E+7","1.49E+8","1.26E+7","7.53E+7","1.25E+8","1.05E+7","6.31E+7","7.54E+7","6344297","3.80E+7"
"1/8/2011","1.48E+8","1.25E+7","7.47E+7","8.21E+7","6908324","4.14E+7","1.51E+8","1.27E+7","7.61E+7","1.27E+8","1.06E+7","6.38E+7","7.62E+7","6409528","3.84E+7"
"2/8/2011","1.48E+8","1.24E+7","7.44E+7","8.18E+7","6884900","4.12E+7","1.50E+8","1.27E+7","7.59E+7","1.26E+8","1.06E+7","6.36E+7","7.59E+7","6387795","3.83E+7"
"3/8/2011","1.48E+8","1.24E+7","7.45E+7","8.19E+7","6892993","4.13E+7","1.51E+8","1.27E+7","7.59E+7","1.26E+8","1.06E+7","6.36E+7","7.60E+7","6395304","3.83E+7"
"4/8/2011","1.46E+8","1.23E+7","7.38E+7","8.11E+7","6828780","4.09E+7","1.49E+8","1.26E+7","7.52E+7","1.25E+8","1.05E+7","6.31E+7","7.53E+7","6335728","3.80E+7"
"5/8/2011","1.45E+8","1.22E+7","7.34E+7","8.06E+7","6783929","4.06E+7","1.48E+8","1.25E+7","7.47E+7","1.24E+8","1.05E+7","6.26E+7","7.48E+7","6294114","3.77E+7"
"6/8/2011","1.44E+8","1.21E+7","7.23E+7","7.95E+7","6691331","4.01E+7","1.46E+8","1.23E+7","7.37E+7","1.23E+8","1.03E+7","6.18E+7","7.38E+7","6208202","3.72E+7"
"7/8/2011","1.39E+8","1.17E+7","7.02E+7","7.71E+7","6489584","3.89E+7","1.42E+8","1.19E+7","7.15E+7","1.19E+8","1.00E+7","5.99E+7","7.15E+7","6021022","3.61E+7"
"8/8/2011","1.36E+8","1.14E+7","6.86E+7","7.54E+7","6342212","3.80E+7","1.39E+8","1.17E+7","6.99E+7","1.16E+8","9776622","5.86E+7","6.99E+7","5884290","3.52E+7"
"9/8/2011","1.35E+8","1.14E+7","6.80E+7","7.47E+7","6289575","3.77E+7","1.37E+8","1.16E+7","6.93E+7","1.15E+8","9695482","5.81E+7","6.93E+7","5835454","3.50E+7"
"10/8/2011","1.34E+8","1.13E+7","6.77E+7","7.43E+7","6256677","3.75E+7","1.37E+8","1.15E+7","6.89E+7","1.15E+8","9644769","5.78E+7","6.90E+7","5804931","3.48E+7"
"11/8/2011","1.35E+8","1.14E+7","6.82E+7","7.50E+7","6309307","3.78E+7","1.38E+8","1.16E+7","6.95E+7","1.16E+8","9725899","5.83E+7","6.95E+7","5853761","3.51E+7"
"12/8/2011","1.34E+8","1.13E+7","6.76E+7","7.43E+7","6250098","3.74E+7","1.37E+8","1.15E+7","6.89E+7","1.14E+8","9634626","5.77E+7","6.89E+7","5798827","3.47E+7"
"8/13/2011","1.35E+8","1.14E+7","6.81E+7","7.49E+7","6302734","3.78E+7","1.38E+8","1.16E+7","6.94E+7","1.15E+8","9715767","5.82E+7","6.95E+7","5847663","3.50E+7"
"8/14/2011","1.36E+8","1.14E+7","6.86E+7","7.54E+7","6342212","3.80E+7","1.39E+8","1.17E+7","6.99E+7","1.16E+8","9776622","5.86E+7","6.99E+7","5884290","3.52E+7"
"8/15/2011","1.35E+8","1.14E+7","6.81E+7","7.48E+7","6294137","3.77E+7","1.38E+8","1.16E+7","6.93E+7","1.15E+8","9702513","5.81E+7","6.94E+7","5839686","3.50E+7"
"8/16/2011","1.34E+8","1.13E+7","6.77E+7","7.44E+7","6258176","3.75E+7","1.37E+8","1.15E+7","6.90E+7","1.15E+8","9647080","5.78E+7","6.90E+7","5806323","3.48E+7"
"8/17/2011","1.31E+8","1.10E+7","6.61E+7","7.26E+7","6113551","3.66E+7","1.34E+8","1.12E+7","6.74E+7","1.12E+8","9424138","5.65E+7","6.74E+7","5672139","3.40E+7"
"8/18/2011","1.31E+8","1.10E+7","6.61E+7","7.27E+7","6117930","3.66E+7","1.34E+8","1.13E+7","6.74E+7","1.12E+8","9430889","5.65E+7","6.74E+7","5676202","3.40E+7"
"8/19/2011","1.30E+8","1.10E+7","6.57E+7","7.22E+7","6080016","3.64E+7","1.33E+8","1.12E+7","6.70E+7","1.11E+8","9372442","5.61E+7","6.70E+7","5641025","3.38E+7"
"8/20/2011","1.33E+8","1.12E+7","6.68E+7","7.34E+7","6180763","3.70E+7","1.35E+8","1.14E+7","6.81E+7","1.13E+8","9527746","5.71E+7","6.81E+7","5734498","3.44E+7"
"8/21/2011","1.36E+8","1.14E+7","6.83E+7","7.51E+7","6318668","3.78E+7","1.38E+8","1.16E+7","6.96E+7","1.16E+8","9740329","5.83E+7","6.97E+7","5862447","3.51E+7"
"8/22/2011","1.40E+8","1.18E+7","7.07E+7","7.76E+7","6534948","3.91E+7","1.43E+8","1.20E+7","7.20E+7","1.20E+8","1.01E+7","6.03E+7","7.20E+7","6063110","3.63E+7"
"8/23/2011","1.41E+8","1.19E+7","7.12E+7","7.82E+7","6585265","3.94E+7","1.44E+8","1.21E+7","7.26E+7","1.21E+8","1.02E+7","6.08E+7","7.26E+7","6109794","3.66E+7"
"8/24/2011","1.41E+8","1.19E+7","7.11E+7","7.81E+7","6572687","3.94E+7","1.44E+8","1.21E+7","7.24E+7","1.20E+8","1.01E+7","6.07E+7","7.25E+7","6098125","3.65E+7"
"8/25/2011","1.40E+8","1.18E+7","7.05E+7","7.74E+7","6516085","3.90E+7","1.42E+8","1.20E+7","7.18E+7","1.19E+8","1.00E+7","6.02E+7","7.18E+7","6045609","3.62E+7"
"8/26/2011","1.42E+8","1.19E+7","7.15E+7","7.86E+7","6616720","3.96E+7","1.45E+8","1.22E+7","7.29E+7","1.21E+8","1.02E+7","6.11E+7","7.29E+7","6138978","3.68E+7"
"8/27/2011","1.38E+8","1.16E+7","6.95E+7","7.64E+7","6428027","3.85E+7","1.40E+8","1.18E+7","7.08E+7","1.18E+8","9908907","5.94E+7","7.09E+7","5963909","3.57E+7"
"8/28/2011","1.32E+8","1.11E+7","6.65E+7","7.31E+7","6151284","3.68E+7","1.34E+8","1.13E+7","6.78E+7","1.13E+8","9482304","5.68E+7","6.78E+7","5707148","3.42E+7"
"8/29/2011","1.28E+8","1.08E+7","6.44E+7","7.08E+7","5956299","3.57E+7","1.30E+8","1.10E+7","6.56E+7","1.09E+8","9181731","5.50E+7","6.57E+7","5526241","3.31E+7"
"8/30/2011","1.26E+8","1.06E+7","6.37E+7","7.00E+7","5887728","3.53E+7","1.29E+8","1.08E+7","6.49E+7","1.08E+8","9076028","5.44E+7","6.49E+7","5462622","3.27E+7"
"8/31/2011","1.29E+8","1.08E+7","6.49E+7","7.13E+7","6004732","3.60E+7","1.31E+8","1.10E+7","6.62E+7","1.10E+8","9256392","5.54E+7","6.62E+7","5571177","3.34E+7"
"1/9/2011","1.28E+8","1.07E+7","6.44E+7","7.07E+7","5954442","3.57E+7","1.30E+8","1.10E+7","6.56E+7","1.09E+8","9178869","5.50E+7","6.56E+7","5524519","3.31E+7"
"2/9/2011","1.29E+8","1.08E+7","6.48E+7","7.12E+7","5995875","3.59E+7","1.31E+8","1.10E+7","6.61E+7","1.10E+8","9242738","5.54E+7","6.61E+7","5562960","3.33E+7"
"3/9/2011","1.31E+8","1.11E+7","6.62E+7","7.28E+7","6126437","3.67E+7","1.34E+8","1.13E+7","6.75E+7","1.12E+8","9444002","5.66E+7","6.75E+7","5684095","3.40E+7"
"4/9/2011","1.34E+8","1.12E+7","6.73E+7","7.40E+7","6226617","3.73E+7","1.36E+8","1.15E+7","6.86E+7","1.14E+8","9598431","5.75E+7","6.86E+7","5777042","3.46E+7"
"5/9/2011","1.36E+8","1.14E+7","6.84E+7","7.51E+7","6324659","3.79E+7","1.38E+8","1.16E+7","6.97E+7","1.16E+8","9749565","5.84E+7","6.97E+7","5868005","3.51E+7"
"6/9/2011","1.36E+8","1.15E+7","6.87E+7","7.55E+7","6353381","3.81E+7","1.39E+8","1.17E+7","7.00E+7","1.16E+8","9793839","5.87E+7","7.00E+7","5894653","3.53E+7"
"7/9/2011","1.34E+8","1.13E+7","6.74E+7","7.41E+7","6235726","3.74E+7","1.36E+8","1.15E+7","6.87E+7","1.14E+8","9612472","5.76E+7","6.87E+7","5785493","3.47E+7"
"8/9/2011","1.34E+8","1.13E+7","6.74E+7","7.41E+7","6235726","3.74E+7","1.36E+8","1.15E+7","6.87E+7","1.14E+8","9612472","5.76E+7","6.87E+7","5785493","3.47E+7"
"9/9/2011","1.33E+8","1.12E+7","6.73E+7","7.39E+7","6223338","3.73E+7","1.36E+8","1.14E+7","6.86E+7","1.14E+8","9593376","5.75E+7","6.86E+7","5773999","3.46E+7"
"10/9/2011","1.32E+8","1.11E+7","6.65E+7","7.31E+7","6149028","3.68E+7","1.34E+8","1.13E+7","6.77E+7","1.13E+8","9478826","5.68E+7","6.78E+7","5705055","3.42E+7"
"11/9/2011","1.31E+8","1.10E+7","6.59E+7","7.24E+7","6093294","3.65E+7","1.33E+8","1.12E+7","6.71E+7","1.12E+8","9392911","5.63E+7","6.72E+7","5653345","3.39E+7"
"12/9/2011","1.28E+8","1.07E+7","6.43E+7","7.07E+7","5950869","3.56E+7","1.30E+8","1.09E+7","6.56E+7","1.09E+8","9173361","5.49E+7","6.56E+7","5521203","3.31E+7"
"9/13/2011","1.26E+8","1.06E+7","6.37E+7","7.00E+7","5888520","3.53E+7","1.29E+8","1.08E+7","6.49E+7","1.08E+8","9077249","5.44E+7","6.49E+7","5463356","3.27E+7"
"9/14/2011","1.27E+8","1.07E+7","6.42E+7","7.06E+7","5939076","3.56E+7","1.30E+8","1.09E+7","6.54E+7","1.09E+8","9155181","5.48E+7","6.55E+7","5510262","3.30E+7"
"9/15/2011","1.31E+8","1.10E+7","6.59E+7","7.24E+7","6094128","3.65E+7","1.33E+8","1.12E+7","6.71E+7","1.12E+8","9394196","5.63E+7","6.72E+7","5654118","3.39E+7"
"9/16/2011","1.26E+8","1.06E+7","6.34E+7","6.97E+7","5868137","3.52E+7","1.28E+8","1.08E+7","6.47E+7","1.07E+8","9045828","5.42E+7","6.47E+7","5444445","3.26E+7"
"9/17/2011","1.26E+8","1.06E+7","6.34E+7","6.97E+7","5863897","3.51E+7","1.28E+8","1.08E+7","6.46E+7","1.07E+8","9039293","5.41E+7","6.46E+7","5440511","3.26E+7"
"9/18/2011","1.30E+8","1.09E+7","6.55E+7","7.20E+7","6055946","3.63E+7","1.32E+8","1.11E+7","6.67E+7","1.11E+8","9335339","5.59E+7","6.68E+7","5618694","3.37E+7"
"9/19/2011","1.29E+8","1.08E+7","6.50E+7","7.14E+7","6008908","3.60E+7","1.31E+8","1.11E+7","6.62E+7","1.10E+8","9262829","5.55E+7","6.62E+7","5575052","3.34E+7"
"9/20/2011","1.29E+8","1.08E+7","6.48E+7","7.12E+7","5992245","3.59E+7","1.31E+8","1.10E+7","6.60E+7","1.10E+8","9237143","5.53E+7","6.61E+7","5559592","3.33E+7"
"9/21/2011","1.29E+8","1.08E+7","6.48E+7","7.12E+7","5992245","3.59E+7","1.31E+8","1.10E+7","6.60E+7","1.10E+8","9237143","5.53E+7","6.61E+7","5559592","3.33E+7"
"9/22/2011","1.27E+8","1.07E+7","6.43E+7","7.06E+7","5943329","3.56E+7","1.30E+8","1.09E+7","6.55E+7","1.09E+8","9161738","5.49E+7","6.55E+7","5514208","3.30E+7"
"9/23/2011","1.29E+8","1.09E+7","6.52E+7","7.16E+7","6028927","3.61E+7","1.32E+8","1.11E+7","6.64E+7","1.10E+8","9293688","5.57E+7","6.65E+7","5593625","3.35E+7"
"9/24/2011","1.29E+8","1.08E+7","6.49E+7","7.13E+7","5998355","3.59E+7","1.31E+8","1.10E+7","6.61E+7","1.10E+8","9246562","5.54E+7","6.61E+7","5565261","3.33E+7"
"9/25/2011","1.26E+8","1.06E+7","6.35E+7","6.97E+7","5869952","3.52E+7","1.28E+8","1.08E+7","6.47E+7","1.08E+8","9048625","5.42E+7","6.47E+7","5446128","3.26E+7"
"9/26/2011","1.27E+8","1.07E+7","6.39E+7","7.03E+7","5912750","3.54E+7","1.29E+8","1.09E+7","6.51E+7","1.08E+8","9114600","5.46E+7","6.52E+7","5485837","3.29E+7"
"9/27/2011","1.26E+8","1.06E+7","6.34E+7","6.97E+7","5867877","3.51E+7","1.28E+8","1.08E+7","6.47E+7","1.07E+8","9045428","5.42E+7","6.47E+7","5444204","3.26E+7"
"9/28/2011","1.25E+8","1.05E+7","6.31E+7","6.94E+7","5840157","3.50E+7","1.28E+8","1.07E+7","6.43E+7","1.07E+8","9002697","5.39E+7","6.44E+7","5418485","3.25E+7"
"9/29/2011","1.22E+8","1.02E+7","6.13E+7","6.74E+7","5670748","3.40E+7","1.24E+8","1.04E+7","6.25E+7","1.04E+8","8741550","5.24E+7","6.25E+7","5261308","3.15E+7"
"9/30/2011","1.20E+8","1.01E+7","6.03E+7","6.62E+7","5575404","3.34E+7","1.22E+8","1.03E+7","6.14E+7","1.02E+8","8594575","5.15E+7","6.15E+7","5172847","3.10E+7"
"1/10/2011","1.21E+8","1.02E+7","6.09E+7","6.69E+7","5628082","3.37E+7","1.23E+8","1.04E+7","6.20E+7","1.03E+8","8675780","5.20E+7","6.20E+7","5221723","3.13E+7"
"2/10/2011","1.18E+8","9932112","5.95E+7","6.54E+7","5502390","3.30E+7","1.20E+8","1.01E+7","6.06E+7","1.01E+8","8482024","5.08E+7","6.07E+7","5105106","3.06E+7"
"3/10/2011","1.19E+8","9993265","5.99E+7","6.58E+7","5536269","3.32E+7","1.21E+8","1.02E+7","6.10E+7","1.01E+8","8534248","5.11E+7","6.10E+7","5136538","3.08E+7"
